name,list_id,country,entity_type,address,remarks
GAZPROMBANK (SWITZERLAND) LTD,20312,,COMPANY,,"SWIFT/BIC RKBZCHZZ; Website www.gazprombank.ch; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; alt. Target Type State-Owned Enterprise; Legal Entity Number 529900I9DRT12XN43G84; For more information on directives, please visit the following link: https://ofac.treasury.gov/sanctions-programs-and-country-information/ukraine-russia-related-sanctions#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GAZPROMBANK JOINT STOCK COMPANY,17016,,COMPANY,,"SWIFT/BIC GAZPRUMM; Website www.gazprombank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 31 Jul 1990; alt. Organization Established Date 31 Jul 1990; Target Type Financial Institution; alt. Target Type State-Owned Enterprise; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 3 - All transactions in, provision of financing for, and other dealings in new debt of longer than 14 days maturity or new equity where such new debt or new equity is issued on or after the 'Effec"
GAZPROMBANK LATIN AMERICA VENTURES BV,20319,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 52285421; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GAZPROMBANK LEASING ZAO,20297,,COMPANY,,"Website www.gpbl.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1037728033606; Tax ID No. 7728294503; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GAZPROMBANK UPRAVLENIE AKTIVAMI,20298,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1047796382920; Tax ID No. 7722515837; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
"GIPROTRUBOPROVOD, AO",22392,,COMPANY,,"Website www.gtp.transneft.ru; Email Address agafontsevaa@gtp.transneft.ru; Executive Order 13662 Directive Determination - Subject to Directive 2; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027700002660 (Russia); Tax ID No. 7710022410 (Russia); Government Gazette Number 00148406 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY TRANSNEFT."
GLOBEXBANK,18277,,COMPANY,,"SWIFT/BIC GLOBRUMM; Website globexbank.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Public Registration Number 1027739326010; All offices worldwide; for more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives.; Linked To: STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK."
GPB FINANCIAL SERVICES LIMITED,20315,,COMPANY,,"Website www.gpbfs.com.cy; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; alt. Target Type State-Owned Enterprise; Registration ID HE 246301 (Cyprus); Tax ID No. 10246301D (Cyprus); Legal Entity Number 213800NW35DTWHTMX505; Registration Number C246301 (Cyprus); For more information on directives, please visit the following link: https://ofac.treasury.gov/sanctions-programs-and-country-information/ukraine-russia-related-sanctions#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB GLOBAL RESOURCES BV,20316,,COMPANY,,"Website www.gpb-gr.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 53240162; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB INTERNATIONAL SA,20317,,COMPANY,,"SWIFT/BIC GAZPLULL; Website www.gazprombank.lu; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; alt. Target Type State-Owned Enterprise; Registration ID B178974 (Luxembourg); Legal Entity Number 529900VVDOKMRRAHZ894; For more information on directives, please visit the following link: https://ofac.treasury.gov/sanctions-programs-and-country-information/ukraine-russia-related-sanctions#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB INVEST OOO,20300,,COMPANY,,"Website www.gpbi.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1037602004483; Tax ID No. 7612031791; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB-DI HOLDINGS LIMITED,20314,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type State-Owned Enterprise; Tax ID No. CY10145737M (Cyprus); Legal Entity Number 2138004OMEVX71IU7E09; Registration Number HE145737 (Cyprus); For more information on directives, please visit the following link: https://ofac.treasury.gov/sanctions-programs-and-country-information/ukraine-russia-related-sanctions#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB-FACTORING OOO,20299,,COMPANY,,"Website www.gazprombankfactoring.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1107746158629; Tax ID No. 7727712331; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
GPB-MORTGAGE JSC,20303,,COMPANY,,"Website www.gpb-ipoteka.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739137843; Tax ID No. 7727057683; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
"GUIZHOU SPACE APPLIANCE CO., LTD",32101,,COMPANY,,"Equity Ticker 002025 CN; Issuer Name Guizhou Space Appliance Co., Ltd; ISIN CNE000001KG0; alt. ISIN CN000A0B7NS3; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91520000730980020A (China); a.k.a. 'SACO'."
"HALAYQAH, Samira Abdullah",9663,,INDIVIDUAL,,DOB 1964.
"HAMDAN, Fadel",9683,,INDIVIDUAL,,"DOB 1953; POB Ramallah, West Bank; HAMAS - Ramallah."
"HAMMAD, Fathi Ahmad Mohammad",9659,,INDIVIDUAL,,"DOB 1961; POB Jabaliya, Gaza Strip; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD.",30946,,COMPANY,,Equity Ticker 002415 CN; Issuer Name Hangzhou Hikvision Digital Technology; ISIN CNE100000PM8; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91330000733796106P (China).
"HANIYA, Ismail Abdul Salah",9639,,INDIVIDUAL,,DOB 1962; POB Shati.
"HASAN DUKHAN, Abdul Fattah",9648,,INDIVIDUAL,,DOB 1936.
"HUAWEI INVESTMENT & HOLDING CO., LTD.",32087,,COMPANY,,"Issuer Name Huawei Investment & Holding Co., Ltd.; alt. Issuer Name Huawei Investment and Holding Co., Ltd.; ISIN CND10003D0F9; alt. ISIN CND100035KT2; alt. ISIN CND10002K3Y6; alt. ISIN CND10002J7T0; alt. ISIN CND1000336F8; alt. ISIN CND1000439R5; Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91440300746645251H (China); Linked To: HUAWEI TECHNOLOGIES CO., LTD."
"HUAWEI TECHNOLOGIES CO., LTD.",30947,,COMPANY,,Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 914403001922038216 (China).
"INNER MONGOLIA FIRST MACHINERY GROUP CO., LTD.",32078,,COMPANY,,"Equity Ticker 600967  CN; Issuer Name Baotou Beifang Chuangye Co., Ltd.; ISIN CNE000001HP7; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91150000720180740Y (China)."
"INSPUR GROUP CO., LTD.",30949,,COMPANY,,Target Type Private Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 913700001630477270 (China).
INSURANCE COMPANY SBERBANK INSURANCE LIMITED LIABILITY COMPANY,18750,,COMPANY,,"Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 1147746683479 (Russia); Tax ID No. 7706810747 (Russia); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
"ISKEIK, Jamal Ismail",9664,,INDIVIDUAL,,DOB 1964.
IZ KARTEKS OOO,20304,,COMPANY,,"Website http://iz-kartex.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1047855158780; Tax ID No. 7817301375; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
IZHORSKIYE ZAVODY OAO,20305,,COMPANY,,"Website http://omz-izhora.com; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027808749121; Tax ID No. 7817005295; For more information on directives, please visit the following link: https://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: GAZPROMBANK JOINT STOCK COMPANY."
"JARRAR, Khaledah",9715,,INDIVIDUAL,,PFLP.
"JIANGXI HONGDU AVIATION INDUSTRY CO., LTD.",32088,,COMPANY,,"Equity Ticker 600316  CN; Issuer Name Jiangxi Hongdu Aviation Industry Co., Ltd.; ISIN CNE0000015N3; alt. ISIN CND10001KJ52; alt. ISIN CND10001KHB9; Target Type Public Company; Effective Date (CMIC) 02 Aug 2021; Purchase/Sales For Divestment Date (CMIC) 03 Jun 2022; Listing Date (CMIC) 03 Jun 2021; Unified Social Credit Code (USCC) 91360000705515290C (China); a.k.a. 'HDAA'."
JOINT STOCK COMMERCIAL BANK NOVIKOMBANK,18784,,COMPANY,,"SWIFT/BIC CNOVRUMM; Website http://www.novikom.ru; BIK (RU) 044583162; Executive Order 13662 Directive Determination - Subject to Directive 3; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Organization Established Date 1993; Registration ID 1027739075891 (Russia); Tax ID No. 7706196340 (Russia); Government Gazette Number 17541272 (Russia); All offices worldwide. For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: STATE CORPORATION ROSTEC."
JOINT STOCK COMPANY RUSSIAN AGRICULTURAL BANK,17014,,COMPANY,,"SWIFT/BIC RUAGRUMM; Website http://www.rshb.ru; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Executive Order 14024 Directive Information Subject to Directive 3 - All transactions in, provision of financing for, and other dealings in new debt of longer than 14 days maturity or new equity where such new debt or new equity is issued on or after the 'Effective Date (EO 14024 Directive)' associated with this name are prohibited.; Listing Date (EO 14024 Directive 3): 24 Feb 2022; Effective Date (EO 14024 Directive 3): 26 Mar 2022; Government Gazette Number 52750822 (Russia); Registration Numbe"
JOINT STOCK COMPANY SBERBANK,18715,,COMPANY,,"SWIFT/BIC SABRUAUK; Website www.sberbank.ua; alt. Website sbrf.com.ua; Executive Order 13662 Directive Determination - Subject to Directive 1; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives; Listing Date (EO 14024 Directive 2): 24 Feb 2022; Effective Date (EO 14024 Directive 2): 26 Mar 2022; Registration ID 25959784 (Ukraine); Tax ID No. 259597826652 (Ukraine); For more information on directives, please visit the following link: http://www.treasury.gov/resource-center/sanctions/Programs/Pages/ukraine.aspx#directives; Linked To: PUBLIC JOINT STOCK COMPANY SBERBANK OF RUSSIA."
